"","Problem.Hierarchy","X.1","Correct.Step.Duration..sec.","Error.Step.Duration..sec.","Incorrects","Hints","Corrects","Opportunity.SubSkills.","Opportunity.KTracedSkills.","Opportunity.Rules.","Correct.First.Attempt","count_subskill","count_tracedskill","count_rules","Step.Duration..sec.","PH"
"1116","Unit equation-of-line"," Section CTA1_14-2",16.027,0,0,0,1,619,382,30,1,3,2,1,16.027,12
"1117","Unit equation-of-line"," Section CTA1_14-2",16.027,0,0,0,1,597,0,109,1,4,0,1,16.027,12
"1118","Unit equation-of-line"," Section CTA1_14-2",16.027,0,0,0,1,581,86,165,1,4,1,1,16.027,12
"1119","Unit equation-of-line"," Section CTA1_14-2",16.027,0,0,0,1,618,380,159,1,2,1,1,16.027,12
"1120","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,1,0,1,1,1,0,1,9.976,12
"1121","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,2,0,2,1,1,0,1,9.976,12
"1122","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,3,0,3,1,1,0,1,9.976,12
"1123","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,4,0,4,1,1,0,1,9.976,12
"1124","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,5,0,5,1,1,0,1,9.976,12
"1125","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,6,0,6,1,1,0,1,9.976,12
"1126","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,7,0,7,1,1,0,1,9.976,12
"1127","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,8,0,8,1,1,0,1,9.976,12
"1128","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,625,0,15,1,4,0,1,9.976,12
"1129","Unit equation-of-line"," Section equationLine-1",9.976,0,0,0,1,2,2,2,1,1,1,1,9.976,12
"1131","Unit equation-of-line"," Section equationLine-1",0,6.377,4,0,0,3,3,3,0,1,1,1,6.377,12
"1132","Unit equation-of-line"," Section equationLine-1",0,5.466,0,3,1,1,1,1,0,1,1,1,5.466,12
"1134","Unit equation-of-line"," Section equationLine-1",3.644,0,0,2,1,1,1,1,1,1,1,1,3.644,12
"1135","Unit equation-of-line"," Section equationLine-1",0,2.733,0,1,1,1,1,1,0,1,1,1,2.733,12
"1136","Unit equation-of-line"," Section equationLine-1",2.733,0,2,0,1,0,0,2,1,0,0,1,2.733,12
"1137","Unit equation-of-line"," Section equationLine-1",0,2.733,2,0,1,270,0,2,0,1,0,1,2.733,12
"1138","Unit equation-of-line"," Section equationLine-1",0,1.822,2,0,0,0,0,4,0,0,0,1,1.822,12
"1139","Unit equation-of-line"," Section equationLine-1",0,1.822,1,0,0,2,2,2,0,1,1,1,1.822,12
"1140","Unit equation-of-line"," Section equationLine-1",0,1.822,2,0,0,0,0,6,0,0,0,1,1.822,12
"1141","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,1,0,1,1,1,0,1,0.911,12
"1142","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,2,0,2,1,1,0,1,0.911,12
"1143","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,3,0,3,1,1,0,1,0.911,12
"1144","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,4,0,4,1,1,0,1,0.911,12
"1145","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,5,0,5,1,1,0,1,0.911,12
"1146","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,6,0,6,1,1,0,1,0.911,12
"1147","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,7,0,7,1,1,0,1,0.911,12
"1148","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,8,0,8,1,1,0,1,0.911,12
"1149","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,562,0,24,1,4,0,1,0.911,12
"1150","Unit equation-of-line"," Section equationLine-1",0.911,0,0,0,1,4,4,4,1,1,1,1,0.911,12
"1151","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,1,0,1,1,1,0,1,0,12
"1152","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,2,0,2,1,1,0,1,0,12
"1153","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,3,0,3,1,1,0,1,0,12
"1154","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,4,0,4,1,1,0,1,0,12
"1155","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,5,0,5,1,1,0,1,0,12
"1156","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,6,0,6,1,1,0,1,0,12
"1157","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,7,0,7,1,1,0,1,0,12
"1158","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,8,0,8,1,1,0,1,0,12
"1159","Unit equation-of-line"," Section equationLine-1",0,0,1,0,0,1,1,1,0,1,1,1,0,12
"1160","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,9,0,9,1,1,0,1,0,12
"1161","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,10,0,10,1,1,0,1,0,12
"1162","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,11,0,11,1,1,0,1,0,12
"1163","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,12,0,12,1,1,0,1,0,12
"1164","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,13,0,13,1,1,0,1,0,12
"1165","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,14,0,14,1,1,0,1,0,12
"1166","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,15,0,15,1,1,0,1,0,12
"1167","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,16,0,16,1,1,0,1,0,12
"1168","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,1,1,1,1,1,1,1,0,12
"1169","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,17,0,17,1,1,0,1,0,12
"1170","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,18,0,18,1,1,0,1,0,12
"1171","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,19,0,19,1,1,0,1,0,12
"1172","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,20,0,20,1,1,0,1,0,12
"1173","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,21,0,21,1,1,0,1,0,12
"1174","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,22,0,22,1,1,0,1,0,12
"1175","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,23,0,23,1,1,0,1,0,12
"1176","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,24,0,24,1,1,0,1,0,12
"1177","Unit equation-of-line"," Section equationLine-1",0,0,1,2,1,1,1,1,0,1,1,1,0,12
"1178","Unit equation-of-line"," Section equationLine-1",0,0,1,2,1,1,1,1,0,1,1,1,0,12
"1179","Unit equation-of-line"," Section equationLine-1",0,0,1,3,1,1,1,1,0,1,1,1,0,12
"1180","Unit equation-of-line"," Section equationLine-1",0,0,0,1,0,2,2,2,0,1,1,1,0,12
"1181","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,137,0,58,1,2,0,1,0,12
"1182","Unit equation-of-line"," Section equationLine-1",0,0,1,0,1,394,0,5,0,4,0,1,0,12
"1183","Unit equation-of-line"," Section equationLine-1",0,0,0,0,0,0,0,1,0,0,0,1,0,12
"1184","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,3,3,1,1,1,1,1,0,12
"1185","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,25,0,25,1,1,0,1,0,12
"1186","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,26,0,26,1,1,0,1,0,12
"1187","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,27,0,27,1,1,0,1,0,12
"1188","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,28,0,28,1,1,0,1,0,12
"1189","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,29,0,29,1,1,0,1,0,12
"1190","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,30,0,30,1,1,0,1,0,12
"1191","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,31,0,31,1,1,0,1,0,12
"1192","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,32,0,32,1,1,0,1,0,12
"1193","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,2,2,2,1,1,1,1,0,12
"1194","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,89,0,66,1,2,0,1,0,12
"1195","Unit equation-of-line"," Section equationLine-1",0,0,1,0,0,2,2,0,0,1,1,0,0,12
"1196","Unit equation-of-line"," Section equationLine-1",0,0,0,0,0,2,2,1,0,1,1,1,0,12
"1197","Unit equation-of-line"," Section equationLine-1",0,0,0,2,1,3,3,2,0,1,1,1,0,12
"1198","Unit equation-of-line"," Section equationLine-1",0,0,1,2,1,3,3,2,0,1,1,1,0,12
"1199","Unit equation-of-line"," Section equationLine-1",0,0,1,0,1,139,0,59,0,2,0,1,0,12
"1200","Unit equation-of-line"," Section equationLine-1",0,0,0,0,1,398,0,6,1,4,0,1,0,12
"1201","Unit ES_01"," Section ES_01-1",0,99.75,4,0,3,2,0,1,0,2,0,1,99.75,13
"1202","Unit ES_01"," Section ES_01-1",55,0,3,0,1,3,1,1,1,3,1,1,55,13
"1203","Unit ES_01"," Section ES_01-4",0,40.625,3,0,1,5,5,4,0,1,1,1,40.625,13
"1205","Unit ES_01"," Section ES_01-1",27.75,0,0,1,1,2,0,1,1,2,0,1,27.75,13
"1206","Unit ES_01"," Section ES_01-1",0,27.5,1,0,1,1,0,1,0,1,0,1,27.5,13
"1207","Unit ES_01"," Section ES_01-1",18.75,0,2,0,1,2,0,1,1,2,0,1,18.75,13
"1208","Unit ES_01"," Section ES_01-8",0,17.13,4,0,2,128,0,65,0,2,0,1,17.13,13
"1209","Unit ES_01"," Section ES_01-1",16.5,0,0,0,1,2,0,1,1,2,0,1,16.5,13
"1210","Unit ES_01"," Section ES_01-1",16.5,0,0,0,1,2,0,1,1,2,0,1,16.5,13
"1211","Unit ES_01"," Section ES_01-1",14.75,0,0,0,1,3,1,1,1,3,1,1,14.75,13
"1212","Unit ES_01"," Section ES_01-1",14.75,0,0,0,1,1,0,1,1,1,0,1,14.75,13
"1213","Unit ES_01"," Section ES_01-1",14.75,0,0,0,1,3,0,2,1,2,0,1,14.75,13
"1214","Unit ES_01"," Section ES_01-1",14.75,0,0,0,1,2,0,1,1,2,0,1,14.75,13
"1215","Unit ES_01"," Section ES_01-8",0,14.275,5,0,0,104,0,3,0,2,0,1,14.275,13
"1216","Unit ES_01"," Section ES_01-8",0,14.275,4,0,1,124,0,63,0,2,0,1,14.275,13
"1217","Unit ES_01"," Section ES_01-1",14.25,0,0,0,1,2,0,1,1,2,0,1,14.25,13
"1218","Unit ES_01"," Section ES_01-1",13.75,0,0,0,1,3,0,2,1,2,0,1,13.75,13
"1219","Unit ES_01"," Section ES_01-1",13.75,0,0,0,1,2,0,1,1,2,0,1,13.75,13
"1220","Unit ES_01"," Section ES_01-8",0,11.42,3,0,1,116,0,59,0,2,0,1,11.42,13
"1221","Unit ES_01"," Section ES_01-1",0,11.001,2,0,1,3,1,1,0,3,1,1,11.001,13
"1222","Unit ES_01"," Section ES_01-1",9.25,0,0,0,1,2,0,1,1,2,0,1,9.25,13
"1223","Unit ES_01"," Section ES_01-8",0,8.565,1,0,1,26,0,11,0,1,0,1,8.565,13
"1224","Unit ES_01"," Section ES_01-8",0,8.565,2,0,1,31,0,21,0,1,0,1,8.565,13
"1226","Unit ES_01"," Section ES_01-8",8.565,0,0,1,2,136,0,69,1,2,0,1,8.565,13
"1227","Unit ES_01"," Section ES_01-4",8.125,0,0,0,1,13,0,32,1,1,0,1,8.125,13
"1228","Unit ES_01"," Section ES_01-4",8.125,0,0,0,1,17,0,12,1,2,0,1,8.125,13
"1229","Unit ES_01"," Section ES_01-4",8.125,0,0,0,1,4,3,4,1,1,1,1,8.125,13
"1230","Unit ES_01"," Section ES_01-1",7.667,0,0,0,1,2,1,1,1,2,1,1,7.667,13
"1231","Unit ES_01"," Section ES_01-1",7.667,0,0,0,1,2,0,1,1,2,0,1,7.667,13
"1232","Unit ES_01"," Section ES_01-1",0,7.667,1,0,0,1,0,1,0,1,0,1,7.667,13
"1233","Unit ES_01"," Section ES_01-1",6.25,0,0,0,1,2,0,1,1,2,0,1,6.25,13
"1235","Unit ES_01"," Section ES_01-8",5.71,0,1,0,1,27,0,19,1,1,0,1,5.71,13
"1236","Unit ES_01"," Section ES_01-8",0,5.71,1,0,1,28,0,12,0,1,0,1,5.71,13
"1237","Unit ES_01"," Section ES_01-8",0,5.71,1,0,1,29,0,20,0,1,0,1,5.71,13
"1238","Unit ES_01"," Section ES_01-8",0,5.71,2,0,0,102,0,2,0,2,0,1,5.71,13
"1239","Unit ES_01"," Section ES_01-8",0,5.71,0,2,0,0,0,0,0,0,0,0,5.71,13
"1240","Unit ES_01"," Section ES_01-8",0,5.71,1,0,1,0,0,8,0,0,0,1,5.71,13
"1241","Unit ES_01"," Section ES_01-8",5.71,0,1,0,1,34,0,14,1,1,0,1,5.71,13
"1243","Unit ES_01"," Section ES_01-8",0,5.71,1,0,1,0,0,10,0,0,0,1,5.71,13
"1244","Unit ES_01"," Section ES_01-1",3.667,0,0,0,1,1,0,1,1,1,0,1,3.667,13
"1245","Unit ES_01"," Section ES_01-1",3.667,0,0,0,1,3,0,2,1,2,0,1,3.667,13
"1246","Unit ES_01"," Section ES_01-1",3.667,0,0,0,1,2,0,1,1,2,0,1,3.667,13
"1247","Unit ES_01"," Section ES_01-1",3.5,0,0,0,1,2,0,1,1,2,0,1,3.5,13
"1248","Unit ES_01"," Section ES_01-1",3.5,0,0,0,1,2,0,1,1,2,0,1,3.5,13
"1249","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,88,0,47,1,2,0,1,2.855,13
"1250","Unit ES_01"," Section ES_01-8",0,2.855,0,0,0,21,0,2,0,1,0,1,2.855,13
"1251","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,3,1,0,0,1,2.855,13
"1252","Unit ES_01"," Section ES_01-8",0,2.855,0,0,0,22,0,1,0,1,0,1,2.855,13
"1253","Unit ES_01"," Section ES_01-8",0,2.855,0,0,0,0,0,1,0,0,0,1,2.855,13
"1254","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,2,1,0,0,1,2.855,13
"1255","Unit ES_01"," Section ES_01-8",0,2.855,0,0,0,23,0,3,0,1,0,1,2.855,13
"1256","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,4,1,0,0,1,2.855,13
"1257","Unit ES_01"," Section ES_01-8",0,2.855,1,0,0,24,0,0,0,1,0,0,2.855,13
"1258","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,2,1,0,0,1,2.855,13
"1259","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,25,0,18,1,1,0,1,2.855,13
"1260","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,92,0,49,1,2,0,1,2.855,13
"1261","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,3,1,0,0,1,2.855,13
"1262","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,5,1,0,0,1,2.855,13
"1263","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,3,1,0,0,1,2.855,13
"1264","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,4,1,0,0,1,2.855,13
"1265","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,94,0,50,1,2,0,1,2.855,13
"1266","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,96,0,51,1,2,0,1,2.855,13
"1267","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,4,1,0,0,1,2.855,13
"1268","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,6,1,0,0,1,2.855,13
"1269","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,5,1,0,0,1,2.855,13
"1270","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,6,1,0,0,1,2.855,13
"1271","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,30,0,13,1,1,0,1,2.855,13
"1272","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,98,0,52,1,2,0,1,2.855,13
"1273","Unit ES_01"," Section ES_01-8",0,2.855,0,1,0,0,0,0,0,0,0,0,2.855,13
"1274","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,108,0,55,1,2,0,1,2.855,13
"1275","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,5,1,0,0,1,2.855,13
"1276","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,7,1,0,0,1,2.855,13
"1277","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,7,1,0,0,1,2.855,13
"1278","Unit ES_01"," Section ES_01-8",0,2.855,1,0,0,32,0,2,0,1,0,1,2.855,13
"1279","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,110,0,56,1,2,0,1,2.855,13
"1280","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,6,1,0,0,1,2.855,13
"1281","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,9,1,0,0,1,2.855,13
"1282","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,33,0,22,1,1,0,1,2.855,13
"1283","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,8,1,0,0,1,2.855,13
"1284","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,35,0,23,1,1,0,1,2.855,13
"1285","Unit ES_01"," Section ES_01-8",0,2.855,0,0,0,114,0,58,0,2,0,1,2.855,13
"1286","Unit ES_01"," Section ES_01-8",0,2.855,0,1,0,0,0,0,0,0,0,0,2.855,13
"1287","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,7,1,0,0,1,2.855,13
"1288","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,9,1,0,0,1,2.855,13
"1289","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,10,1,0,0,1,2.855,13
"1290","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,36,0,15,1,1,0,1,2.855,13
"1291","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,118,0,60,1,2,0,1,2.855,13
"1292","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,37,0,24,1,1,0,1,2.855,13
"1293","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,120,0,61,1,2,0,1,2.855,13
"1294","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,8,1,0,0,1,2.855,13
"1295","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,11,1,0,0,1,2.855,13
"1296","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,11,1,0,0,1,2.855,13
"1297","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,0,0,12,1,0,0,1,2.855,13
"1298","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,38,0,16,1,1,0,1,2.855,13
"1299","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,122,0,62,1,2,0,1,2.855,13
"1300","Unit ES_01"," Section ES_01-8",2.855,0,0,0,1,39,0,25,1,1,0,1,2.855,13
"1301","Unit ES_02"," Section ES_02-1",74.667,0,0,0,1,15,0,1,1,3,0,1,74.667,14
"1302","Unit ES_02"," Section ES_02-1",74.667,0,0,0,1,0,0,0,1,0,0,0,74.667,14
"1303","Unit ES_02"," Section ES_02-1",74.667,0,0,0,1,0,0,0,1,0,0,0,74.667,14
"1304","Unit ES_02"," Section ES_02-6",0,40.836,8,0,1,104,0,27,0,1,0,1,40.836,14
"1305","Unit ES_02"," Section ES_02-6",0,23.821,6,0,1,0,0,0,0,0,0,0,23.821,14
"1306","Unit ES_02"," Section ES_02-6",0,17.015,4,0,1,0,0,0,0,0,0,0,17.015,14
"1308","Unit ES_02"," Section ES_02-6",0,13.612,3,0,1,0,0,0,0,0,0,0,13.612,14
"1309","Unit ES_02"," Section ES_02-6",0,10.209,2,0,1,0,0,17,0,0,0,1,10.209,14
"1310","Unit ES_02"," Section ES_02-6",10.209,0,2,0,1,0,0,0,1,0,0,0,10.209,14
"1311","Unit ES_02"," Section ES_02-6",0,6.806,0,2,0,0,0,0,0,0,0,0,6.806,14
"1312","Unit ES_02"," Section ES_02-6",0,6.806,0,2,0,0,0,0,0,0,0,0,6.806,14
"1313","Unit ES_02"," Section ES_02-6",0,6.806,1,0,1,0,0,0,0,0,0,0,6.806,14
"1315","Unit ES_02"," Section ES_02-1",6.055,0,3,0,1,215,0,114,1,2,0,1,6.055,14
"1316","Unit ES_02"," Section ES_02-1",0,4.844,3,0,1,229,0,120,0,2,0,1,4.844,14
"1317","Unit ES_02"," Section ES_02-1",0,3.633,3,0,0,227,0,0,0,2,0,0,3.633,14
"1318","Unit ES_02"," Section ES_02-1",3.633,0,2,0,1,55,0,46,1,1,0,1,3.633,14
"1319","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,238,0,198,1,2,0,1,3.403,14
"1320","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,18,1,0,0,1,3.403,14
"1321","Unit ES_02"," Section ES_02-6",0,3.403,0,0,0,177,0,55,0,3,0,1,3.403,14
"1322","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,180,0,56,1,3,0,1,3.403,14
"1323","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,14,1,0,0,1,3.403,14
"1324","Unit ES_02"," Section ES_02-6",0,3.403,0,0,0,183,0,57,0,3,0,1,3.403,14
"1325","Unit ES_02"," Section ES_02-6",0,3.403,0,1,0,0,0,0,0,0,0,0,3.403,14
"1326","Unit ES_02"," Section ES_02-6",0,3.403,0,0,0,186,0,58,0,3,0,1,3.403,14
"1327","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,189,0,59,1,3,0,1,3.403,14
"1328","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,15,1,0,0,1,3.403,14
"1329","Unit ES_02"," Section ES_02-6",0,3.403,0,0,0,14,0,6,0,1,0,1,3.403,14
"1330","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,160,0,24,1,2,0,1,3.403,14
"1331","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,0,1,0,0,0,3.403,14
"1332","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,0,1,0,0,0,3.403,14
"1333","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,192,0,60,1,3,0,1,3.403,14
"1334","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,0,1,0,0,0,3.403,14
"1335","Unit ES_02"," Section ES_02-6",3.403,0,0,0,1,0,0,16,1,0,0,1,3.403,14
"1337","Unit ES_02"," Section ES_02-1",0,2.422,1,0,1,213,0,113,0,2,0,1,2.422,14
"1338","Unit ES_02"," Section ES_02-1",0,2.422,0,0,1,0,0,2,0,0,0,1,2.422,14
"1341","Unit ES_02"," Section ES_02-1",0,2.422,0,0,1,48,0,42,0,1,0,1,2.422,14
"1342","Unit ES_02"," Section ES_02-1",0,2.422,0,0,1,49,0,16,0,1,0,1,2.422,14
"1343","Unit ES_02"," Section ES_02-1",2.422,0,1,0,1,0,0,5,1,0,0,1,2.422,14
"1344","Unit ES_02"," Section ES_02-1",0,2.422,0,0,1,50,0,43,0,1,0,1,2.422,14
"1348","Unit ES_02"," Section ES_02-1",0,1.211,1,0,0,211,0,1,0,2,0,1,1.211,14
"1349","Unit ES_02"," Section ES_02-1",0,1.211,1,0,0,0,0,5,0,0,0,1,1.211,14
"1350","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,0,0,2,1,0,0,1,1.211,14
"1351","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,0,0,3,1,0,0,1,1.211,14
"1352","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,0,0,3,1,0,0,1,1.211,14
"1353","Unit ES_02"," Section ES_02-1",0,1.211,0,1,0,0,0,0,0,0,0,0,1.211,14
"1354","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,217,0,115,1,2,0,1,1.211,14
"1355","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,0,0,4,1,0,0,1,1.211,14
"1356","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,0,0,3,1,0,0,1,1.211,14
"1357","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,0,0,4,1,0,0,1,1.211,14
"1358","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,51,0,17,1,1,0,1,1.211,14
"1359","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,219,0,116,1,2,0,1,1.211,14
"1360","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,52,0,44,1,1,0,1,1.211,14
"1361","Unit ES_02"," Section ES_02-1",0,1.211,0,1,0,0,0,0,0,0,0,0,1.211,14
"1362","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,223,0,118,1,2,0,1,1.211,14
"1363","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,53,0,45,1,1,0,1,1.211,14
"1364","Unit ES_02"," Section ES_02-1",0,1.211,0,0,0,225,0,119,0,2,0,1,1.211,14
"1365","Unit ES_02"," Section ES_02-1",0,1.211,0,1,0,0,0,0,0,0,0,0,1.211,14
"1366","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,54,0,2,1,1,0,1,1.211,14
"1367","Unit ES_02"," Section ES_02-1",1.211,0,0,0,1,231,0,121,1,2,0,1,1.211,14
"1369","Unit ES_02"," Section ES_02-6",0,0.704,2,0,2,0,0,9,0,0,0,1,0.704,14
"1370","Unit ES_02"," Section ES_02-6",0,0.528,2,0,1,0,0,0,0,0,0,0,0.528,14
"1371","Unit ES_02"," Section ES_02-6",0,0.528,2,0,0,0,0,0,0,0,0,0,0.528,14
"1372","Unit ES_02"," Section ES_02-6",0,0.528,3,0,0,0,0,1,0,0,0,1,0.528,14
"1374","Unit ES_02"," Section ES_02-6",0,0.352,1,0,1,0,0,0,0,0,0,0,0.352,14
"1375","Unit ES_02"," Section ES_02-6",0,0.352,1,0,1,0,0,0,0,0,0,0,0.352,14
"1376","Unit ES_02"," Section ES_02-6",0,0.176,0,1,0,0,0,0,0,0,0,0,0.176,14
"1377","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,86,0,19,1,2,0,1,0.176,14
"1378","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,0,0,0,1,0,0,0,0.176,14
"1379","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,146,0,44,1,3,0,1,0.176,14
"1380","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,24,0,14,1,1,0,1,0.176,14
"1381","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,16,0,14,1,1,0,1,0.176,14
"1382","Unit ES_02"," Section ES_02-6",0,0.176,1,0,0,6,0,2,0,1,0,1,0.176,14
"1383","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,25,0,15,1,1,0,1,0.176,14
"1384","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,17,0,15,1,1,0,1,0.176,14
"1385","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,88,0,20,1,2,0,1,0.176,14
"1386","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,0,0,0,1,0,0,0,0.176,14
"1387","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,0,0,0,1,0,0,0,0.176,14
"1388","Unit ES_02"," Section ES_02-6",0.176,0,0,0,1,149,0,45,1,3,0,1,0.176,14
